No errors
No warnings
531 ms
data source=metars
4855 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
UWKS 021800Z 17006MPS CAVOK 02/M04 Q1018 R06/510555 NOSIG RMK QFE748,UWKS,2018-04-02T18:00:00Z,56.08,47.35,2.0,-4.0,170,12,,6.21,30.059055,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,170.0
UWKE 021800Z 16006MPS CAVOK 02/M02 Q1025 R21/110070 NOSIG RMK QFE751/1002,UWKE,2018-04-02T18:00:00Z,55.57,52.08,2.0,-2.0,160,12,,6.21,30.265747,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,196.0
UWKD 021800Z 15007MPS CAVOK 02/M04 Q1022 R11/810050 NOSIG RMK QFE756/1008,UWKD,2018-04-02T18:00:00Z,55.62,49.28,2.0,-4.0,150,14,,6.21,30.177166,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,126.0
USPP 021800Z 19003MPS CAVOK M00/M04 Q1028 R21/290150 NOSIG RMK QFE760,USPP,2018-04-02T18:00:00Z,57.92,56.02,0.0,-4.0,190,6,,6.21,30.35433,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,123.0
UHSS 021800Z 14005G10MPS 9999 BKN026CB 05/03 Q1002 R19/70D NOSIG RMK MT OBSC QFE750/1001,UHSS,2018-04-02T18:00:00Z,46.88,142.72,5.0,3.0,140,10,19,6.21,29.586615,,,,,,TRUE,,,,,BKN,2600,,,,,,,MVFR,,,,,,,,,,,,METAR,31.0
UHMM 021800Z 09004MPS 0700 0650W R10/0650N +SHSN VV005 M04/M04 Q1015 RMK QFE747,UHMM,2018-04-02T18:00:00Z,59.92,150.72,-4.0,-4.0,90,8,,0.43,29.970472,,,,,,,,,,+SHSN,OVX,0,,,,,,,LIFR,,,,,,,,,,,500,METAR,175.0
UHMA 021800Z VRB01MPS 9999 VCFG FEW003 OVC150 M07/M08 Q1038 RMK END R01/33002MPS QFE775/1033,UHMA,2018-04-02T18:00:00Z,64.73,177.73,-7.0,-8.0,0,2,,6.21,30.649607,,,,,,,,,,VCFG,FEW,300,OVC,15000,,,,,VFR,,,,,,,,,,,,METAR,62.0
UHWW 021800Z 00000MPS 1900 1400E R25L/P2000U -SHRA BR BKN002 BKN020CB 02/02 Q1012 R25L/290060 NOSIG RMK QBB080 MT OBSC QFE758,UHWW,2018-04-02T18:00:00Z,43.4,132.15,2.0,2.0,0,0,,1.18,29.88189,,,,,,TRUE,,,,-SHRA BR,BKN,200,BKN,2000,,,,,LIFR,,,,,,,,,,,,METAR,14.0
UHPP 021800Z 02005MPS 9999 NSC M12/M15 Q1019 R34L/CLRD70 NOSIG RMK QFE760/1014,UHPP,2018-04-02T18:00:00Z,53.17,158.45,-12.0,-15.0,20,10,,6.21,30.088583,,,,,,TRUE,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,40.0
UHHH 021800Z 27008MPS CAVOK M00/M10 Q1007 R23L/090060 NOSIG RMK QFE749/0998,UHHH,2018-04-02T18:00:00Z,48.52,135.18,0.0,-10.0,270,16,,6.21,29.734253,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,72.0
UHBB 021800Z 32006MPS CAVOK M03/M19 Q1013 R36/090060 NOSIG RMK QFE742/0990,UHBB,2018-04-02T18:00:00Z,50.43,127.42,-3.0,-19.0,320,12,,6.21,29.911417,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,195.0
FYWW 021800Z AUTO 19007KT //// // ////// 18/14 Q1020,FYWW,2018-04-02T18:00:00Z,-22.57,17.1,18.0,14.0,190,7,,,30.11811,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1725.0
FYML 021800Z AUTO 05002KT //// // ////// 23/18 Q1019,FYML,2018-04-02T18:00:00Z,-24.6,17.93,23.0,18.0,50,2,,,30.088583,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1113.0
FYLZ 021800Z AUTO 20007KT //// // ////// 19/14 Q1010,FYLZ,2018-04-02T18:00:00Z,-26.67,15.25,19.0,14.0,200,7,,,29.822834,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,130.0
URML 021800Z 15007MPS 9999 OVC009 08/06 Q1008 R14/01//70 NOSIG RMK MT OBSC QFE756/1008,URML,2018-04-02T18:00:00Z,42.82,47.65,8.0,6.0,150,14,,6.21,29.763779,,,,,,TRUE,,,,,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,4.0
URMM 021800Z 12003MPS 9999 OVC005 05/05 Q1005 R12/090070 NOSIG RMK MT OBSC QFE726/0968,URMM,2018-04-02T18:00:00Z,44.22,43.1,5.0,5.0,120,6,,6.21,29.675198,,,,,,TRUE,,,,,OVC,500,,,,,,,IFR,,,,,,,,,,,,METAR,314.0
URMN 021800Z 01001MPS 0800 R24/1000 FG VV002 05/05 Q1005 R24/110060 NOSIG RMK QBB060 MT OBSC OBST OBSC QFE717,URMN,2018-04-02T18:00:00Z,43.52,43.63,5.0,5.0,10,2,,0.5,29.675198,,,,,,TRUE,,,,FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,200,METAR,445.0
URSS 021800Z 30006MPS 270V360 2700 R06/3000U -SHRA SCT006 OVC033CB 09/08 Q1014 WS ALL RWY R06/220350 R02/////// NOSIG RMK R02/29005G08MPS QBB180 MT OBSC QFE760,URSS,2018-04-02T18:00:00Z,43.45,39.95,9.0,8.0,300,12,,1.68,29.940945,,,,,,TRUE,,,,-SHRA,SCT,600,OVC,3300,,,,,IFR,,,,,,,,,,,,METAR,16.0
URMT 021800Z 15003MPS 6000 FEW006 04/03 Q1006 R07/010070 NOSIG RMK QFE714,URMT,2018-04-02T18:00:00Z,45.12,42.12,4.0,3.0,150,6,,3.73,29.704725,,,,,,TRUE,,,,,FEW,600,,,,,,,MVFR,,,,,,,,,,,,METAR,453.0
FYKM 021800Z 00000KT CAVOK 23/20 Q1013,FYKM,2018-04-02T18:00:00Z,-17.63,24.18,23.0,20.0,0,0,,6.21,29.911417,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,958.0
FYGB 021800Z AUTO 08002KT //// // ////// 25/12 Q1019,FYGB,2018-04-02T18:00:00Z,-22.5,18.97,25.0,12.0,80,2,,,30.088583,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1442.0
HECA 021800Z 01011KT CAVOK 24/14 Q1013 NOSIG,HECA,2018-04-02T18:00:00Z,30.12,31.38,24.0,14.0,10,11,,6.21,29.911417,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,74.0
FNCA 021800Z 00000KT 9999 BKN020 27/25 Q1007,FNCA,2018-04-02T18:00:00Z,-5.58,12.18,27.0,25.0,0,0,,6.21,29.734253,,,,,,,,,,,BKN,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,20.0
FNLU 021800Z 22008KT 9999 FEW020 BKN090 28/22 Q1005,FNLU,2018-04-02T18:00:00Z,-8.83,13.22,28.0,22.0,220,8,,6.21,29.675198,,,,,,,,,,,FEW,2000,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,70.0
FQCH 021800Z 16004KT 9999 SCT015 21/18 Q1018,FQCH,2018-04-02T18:00:00Z,-19.15,33.43,21.0,18.0,160,4,,6.21,30.059055,,,,,,,,,,,SCT,1500,,,,,,,VFR,,,,,,,,,,,,METAR,732.0
OSKL 021800Z 07006KT CAVOK 19/09 Q1011,OSKL,2018-04-02T18:00:00Z,37.03,41.2,19.0,9.0,70,6,,6.21,29.852362,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,455.0
OSLK 021800Z 10010KT CAVOK 15/13 Q1013,OSLK,2018-04-02T18:00:00Z,35.4,35.95,15.0,13.0,100,10,,6.21,29.911417,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,48.0
OSDI 021800Z 25004KT CAVOK 20/03 Q1013,OSDI,2018-04-02T18:00:00Z,33.42,36.52,20.0,3.0,250,4,,6.21,29.911417,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,605.0
SBCJ 021800Z 00000KT 9999 SCT013 27/22 Q1012,SBCJ,2018-04-02T18:00:00Z,-6.12,-50.0,27.0,22.0,0,0,,6.21,29.88189,,,,,,,,,,,SCT,1300,,,,,,,VFR,,,,,,,,,,,,METAR,621.0
SBCF 021800Z 31004KT 9999 SCT040 27/16 Q1014,SBCF,2018-04-02T18:00:00Z,-19.63,-43.97,27.0,16.0,310,4,,6.21,29.940945,,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,828.0
SBFN 021800Z 12008KT 9999 SCT013 BKN020 27/25 Q1008,SBFN,2018-04-02T18:00:00Z,-3.85,-32.42,27.0,25.0,120,8,,6.21,29.763779,,,,,,,,,,,SCT,1300,BKN,2000,,,,,MVFR,,,,,,,,,,,,METAR,56.0
SCVM 021800Z 33005KT 9999 OVC018 15/12 Q1016,SCVM,2018-04-02T18:00:00Z,-32.95,-71.48,15.0,12.0,330,5,,6.21,30.0,,,,,,,,,,,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,141.0
SBMQ 021800Z 07010KT 9999 SCT017 FEW025TCU 28/27 Q1007,SBMQ,2018-04-02T18:00:00Z,0.05,-51.07,28.0,27.0,70,10,,6.21,29.734253,,,,,,,,,,,SCT,1700,FEW,2500,,,,,VFR,,,,,,,,,,,,METAR,15.0
SVMI 021800Z 07004KT 9999 BKN016 28/23 Q1010,SVMI,2018-04-02T18:00:00Z,10.58,-67.0,28.0,23.0,70,4,,6.21,29.822834,,,,,,,,,,,BKN,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,48.0
MWCR 021800Z 05011KT 9999 SCT018 27/23 Q1013,MWCR,2018-04-02T18:00:00Z,19.3,-81.37,27.0,23.0,50,11,,6.21,29.911417,,,,,,,,,,,SCT,1800,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
MWCB 021800Z 11012KT 9999 FEW018 28/22 Q1014,MWCB,2018-04-02T18:00:00Z,19.68,-79.88,28.0,22.0,110,12,,6.21,29.940945,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
NGFU 021800Z 03008KT 9999 FEW017TCU SCT020 BKN300 28/24 Q1008,NGFU,2018-04-02T18:00:00Z,-8.52,179.22,28.0,24.0,30,8,,6.21,29.763779,,,,,,,,,,,FEW,1700,SCT,2000,BKN,30000,,,VFR,,,,,,,,,,,,METAR,1.0
MGGT 021800Z 03008KT 9999 SCT022 26/13 Q1023 A3021 FEW200,MGGT,2018-04-02T18:00:00Z,14.57,-90.53,26.0,13.0,30,8,,6.21,30.206694,,,,,,,,,,,SCT,2200,FEW,20000,,,,,VFR,,,,,,,,,,,,METAR,1509.0
SBLO 021800Z 28006KT 9999 SCT020 SCT100 28/20 Q1012,SBLO,2018-04-02T18:00:00Z,-23.32,-51.12,28.0,20.0,280,6,,6.21,29.88189,,,,,,,,,,,SCT,2000,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,570.0
SBFL 021800Z 14011KT 9999 BKN030 FEW035TCU 27/23 Q1005,SBFL,2018-04-02T18:00:00Z,-27.67,-48.53,27.0,23.0,140,11,,6.21,29.675198,,,,,,,,,,,BKN,3000,FEW,3500,,,,,MVFR,,,,,,,,,,,,METAR,5.0
SBMA 021800Z 14002KT 9999 SCT022 SCT100 35/25 Q1008,SBMA,2018-04-02T18:00:00Z,-5.37,-49.13,35.0,25.0,140,2,,6.21,29.763779,,,,,,,,,,,SCT,2200,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,102.0
SBPS 021800Z 06011KT 9999 FEW020 29/22 Q1010,SBPS,2018-04-02T18:00:00Z,-16.43,-39.07,29.0,22.0,60,11,,6.21,29.822834,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,51.0
SBAR 021800Z 13011KT 9999 FEW017 30/23 Q1009,SBAR,2018-04-02T18:00:00Z,-10.97,-37.07,30.0,23.0,130,11,,6.21,29.793306,,,,,,,,,,,FEW,1700,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
GBYD 1800Z 26012KT CAVOK 25/16 Q1007,GBYD,2018-04-02T18:00:00Z,13.33,-16.65,25.0,16.0,260,12,,6.21,29.734253,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,36.0
SBEG 021800Z 04006KT 9999 SCT015 BKN100 27/22 Q1009,SBEG,2018-04-02T18:00:00Z,-3.02,-60.03,27.0,22.0,40,6,,6.21,29.793306,,,,,,,,,,,SCT,1500,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,2.0
SBMO 021800Z 11009KT 9999 VCSH BKN022 28/22 Q1009,SBMO,2018-04-02T18:00:00Z,-9.52,-35.77,28.0,22.0,110,9,,6.21,29.793306,,,,,,,,,,VCSH,BKN,2200,,,,,,,MVFR,,,,,,,,,,,,METAR,115.0
MHTG 021800Z 10004KT 6000 SCT030TCU 26/12 Q1017 A3003 NOSIG,MHTG,2018-04-02T18:00:00Z,14.07,-87.22,26.0,12.0,100,4,,3.73,30.029528,,,,,,TRUE,,,,,SCT,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,1004.0
MHLM 021800Z 08006KT 9999 FEW026 31/21 Q1013 A2992 NOSIG,MHLM,2018-04-02T18:00:00Z,15.45,-87.93,31.0,21.0,80,6,,6.21,29.911417,,,,,,TRUE,,,,,FEW,2600,,,,,,,VFR,,,,,,,,,,,,METAR,26.0
MHLC 021800Z 36008KT 9999 FEW028 29/21 Q1013 A2992 NOSIG,MHLC,2018-04-02T18:00:00Z,15.75,-86.85,29.0,21.0,360,8,,6.21,29.911417,,,,,,TRUE,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,15.0
MHRO 021800Z 09008KT 9999 FEW025 30/22 Q1014 A2995 NOSIG,MHRO,2018-04-02T18:00:00Z,16.32,-86.53,30.0,22.0,90,8,,6.21,29.940945,,,,,,TRUE,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
SBCB 021800Z 10005KT 9999 FEW035 BKN070 33/25 Q1007,SBCB,2018-04-02T18:00:00Z,-22.92,-42.08,33.0,25.0,100,5,,6.21,29.734253,,,,,,,,,,,FEW,3500,BKN,7000,,,,,VFR,,,,,,,,,,,,METAR,4.0
SBFZ 021800Z 09010KT 9999 BKN020 FEW025TCU BKN100 28/23 Q1008,SBFZ,2018-04-02T18:00:00Z,-3.77,-38.52,28.0,23.0,90,10,,6.21,29.763779,,,,,,,,,,,BKN,2000,FEW,2500,BKN,10000,,,MVFR,,,,,,,,,,,,METAR,25.0
SBSL 021800Z 05013KT 9999 BKN020 FEW025TCU 30/25 Q1007,SBSL,2018-04-02T18:00:00Z,-2.6,-44.22,30.0,25.0,50,13,,6.21,29.734253,,,,,,,,,,,BKN,2000,FEW,2500,,,,,MVFR,,,,,,,,,,,,METAR,53.0
MYNN 021800Z 03009KT 9999 FEW020 28/20 A3003,MYNN,2018-04-02T18:00:00Z,25.03,-77.47,28.0,20.0,30,9,,6.21,30.029528,,,,,,,,,,,FEW,2000,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
SBRB 021800Z 30006KT 9999 SCT030 FEW035TCU 32/22 Q1011,SBRB,2018-04-02T18:00:00Z,-10.0,-67.78,32.0,22.0,300,6,,6.21,29.852362,,,,,,,,,,,SCT,3000,FEW,3500,,,,,VFR,,,,,,,,,,,,METAR,143.0
SBBV 021800Z 13009KT 9999 BKN040 FEW045TCU BKN090 34/19 Q1008,SBBV,2018-04-02T18:00:00Z,2.85,-60.7,34.0,19.0,130,9,,6.21,29.763779,,,,,,,,,,,BKN,4000,FEW,4500,BKN,9000,,,VFR,,,,,,,,,,,,METAR,140.0
ORSU 021800Z 32008KT CAVOK 13/07 Q1017,ORSU,2018-04-02T18:00:00Z,35.57,45.32,13.0,7.0,320,8,,6.21,30.029528,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,761.0
OJAQ 021800Z 35010KT CAVOK 28/09 Q1008 NOSIG,OJAQ,2018-04-02T18:00:00Z,29.62,35.02,28.0,9.0,350,10,,6.21,29.763779,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,51.0
OJAI 021800Z 31004KT 8000 NSC 18/08 Q1014 NOSIG,OJAI,2018-04-02T18:00:00Z,31.72,36.0,18.0,8.0,310,4,,4.97,29.940945,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,730.0
ZMUB 021800Z 18002MPS CAVOK M13/M18 Q1029 NOSIG RMK QFE663.2 65,ZMUB,2018-04-02T18:00:00Z,47.83,106.78,-13.0,-18.0,180,4,,6.21,30.383858,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1330.0
OKBK 021800Z 19008KT CAVOK 24/04 Q1013 NOSIG,OKBK,2018-04-02T18:00:00Z,29.22,47.97,24.0,4.0,190,8,,6.21,29.911417,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,55.0
MYGF 021800Z 16003KT 9999 VCSH FEW015CB SCT018 27/21 A3005 RMK CB N VCSH W/N,MYGF,2018-04-02T18:00:00Z,26.55,-78.7,27.0,21.0,160,3,,6.21,30.050198,,,,,,,,,,VCSH,FEW,1500,SCT,1800,,,,,VFR,,,,,,,,,,,,METAR,2.0
SCEL 021800Z 17013KT CAVOK 23/10 Q1013 NOSIG,SCEL,2018-04-02T18:00:00Z,-33.37,-70.77,23.0,10.0,170,13,,6.21,29.911417,,,,,,TRUE,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,476.0
OPST 021800Z 05005KT 4000 FU SCT100 24/15 Q1011 NOSIG RH57,OPST,2018-04-02T18:00:00Z,32.53,74.37,24.0,15.0,50,5,,2.49,29.852362,,,,,,TRUE,,,,FU,SCT,10000,,,,,,,IFR,,,,,,,,,,,,METAR,247.0
SBSV 021800Z 12010KT 9999 FEW023 29/22 Q1010,SBSV,2018-04-02T18:00:00Z,-12.9,-38.32,29.0,22.0,120,10,,6.21,29.822834,,,,,,,,,,,FEW,2300,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
MPTO 021800Z 01005KT 9999 SCT018 33/17 Q1010 NOSIG,MPTO,2018-04-02T18:00:00Z,9.05,-79.37,33.0,17.0,10,5,,6.21,29.822834,,,,,,TRUE,,,,,SCT,1800,,,,,,,VFR,,,,,,,,,,,,METAR,45.0
AGGH 021800Z 20002KT 9999 FEW015 FEW017CB BKN100 25/24 Q1008,AGGH,2018-04-02T18:00:00Z,-9.42,160.05,25.0,24.0,200,2,,6.21,29.763779,,,,,,,,,,,FEW,1500,FEW,1700,BKN,10000,,,VFR,,,,,,,,,,,,METAR,9.0
SBNT 021800Z /////KT 9999 FEW023 30/23 Q1008,SBNT,2018-04-02T18:00:00Z,-5.92,-35.25,30.0,23.0,,,,6.21,29.763779,,,,,,,,,,,FEW,2300,,,,,,,VFR,,,,,,,,,,,,METAR,49.0
SBSJ 021800Z 29007KT 9999 FEW040 BKN080 27/19 Q1012,SBSJ,2018-04-02T18:00:00Z,-23.22,-45.87,27.0,19.0,290,7,,6.21,29.88189,,,,,,,,,,,FEW,4000,BKN,8000,,,,,VFR,,,,,,,,,,,,METAR,646.0
TNCM 021800Z 14007KT 090V180 9999 FEW022 28/21 Q1013 NOSIG RMK A2993,TNCM,2018-04-02T18:00:00Z,18.05,-63.12,28.0,21.0,140,7,,6.21,29.911417,,,,,,TRUE,,,,,FEW,2200,,,,,,,VFR,,,,,,,,,,,,SPECI,4.0
NFFN 021800Z 03003KT 350V060 9999 FEW005 SCT040 25/25 Q1006 NOSIG,NFFN,2018-04-02T18:00:00Z,-17.75,177.45,25.0,25.0,30,3,,6.21,29.704725,,,,,,TRUE,,,,,FEW,500,SCT,4000,,,,,VFR,,,,,,,,,,,,METAR,18.0
NFNA 021800Z 33003KT 9999 FW020 23/23 Q1006,NFNA,2018-04-02T18:00:00Z,-18.05,178.57,23.0,23.0,330,3,,6.21,29.704725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,5.0
OJAM 021800Z 00000KT 6000 NSC 19/08 Q1014 NOSIG,OJAM,2018-04-02T18:00:00Z,31.97,35.97,19.0,8.0,0,0,,3.73,29.940945,,,,,,TRUE,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,773.0
SBSP 021800Z 32011KT 9999 FEW025 26/18 Q1013,SBSP,2018-04-02T18:00:00Z,-23.62,-46.63,26.0,18.0,320,11,,6.21,29.911417,,,,,,,,,,,FEW,2500,,,,,,,VFR,,,,,,,,,,,,METAR,803.0
BIVM 021800Z 10015KT 4000 SNRA BKN015 OVC025 01/M00 Q1012,BIVM,2018-04-02T18:00:00Z,63.42,-20.27,1.0,0.0,100,15,,2.49,29.88189,,,,,,,,,,SN RA,BKN,1500,OVC,2500,,,,,IFR,,,,,,,,,,,,METAR,124.0
MBPV 021800Z 09005KT 9999 SCT012 27/18 Q1013,MBPV,2018-04-02T18:00:00Z,21.77,-72.27,27.0,18.0,90,5,,6.21,29.911417,,,,,,,,,,,SCT,1200,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
SBPV 021800Z 25004KT 9999 VCSH BKN025 FEW030TCU 28/23 Q1008,SBPV,2018-04-02T18:00:00Z,-8.72,-63.9,28.0,23.0,250,4,,6.21,29.763779,,,,,,,,,,VCSH,BKN,2500,FEW,3000,,,,,MVFR,,,,,,,,,,,,METAR,88.0
MRLB COR 021800Z 08013KT 9999 FEW045 35/16 A2981 NOSIG,MRLB,2018-04-02T18:00:00Z,10.6,-85.55,35.0,16.0,80,13,,6.21,29.811024,,TRUE,,,,TRUE,,,,,FEW,4500,,,,,,,VFR,,,,,,,,,,,,METAR,82.0
SBMN 021800Z 11004KT 9999 SCT010 FEW020TCU SCT100 27/23 Q1009,SBMN,2018-04-02T18:00:00Z,-3.13,-59.97,27.0,23.0,110,4,,6.21,29.793306,,,,,,,,,,,SCT,1000,FEW,2000,SCT,10000,,,VFR,,,,,,,,,,,,METAR,84.0
OPSK 021800Z 05006KT 4000 HZ SCT100 30/19 Q1005 NOSIG,OPSK,2018-04-02T18:00:00Z,27.72,68.8,30.0,19.0,50,6,,2.49,29.675198,,,,,,TRUE,,,,HZ,SCT,10000,,,,,,,IFR,,,,,,,,,,,,METAR,58.0
UBBL 021800Z 15009KT 9000 SCT100 11/09 Q1014 R33/CLRD// NOSIG RMK MT OP,UBBL,2018-04-02T18:00:00Z,38.75,48.82,11.0,9.0,150,9,,5.59,29.940945,,,,,,TRUE,,,,,SCT,10000,,,,,,,VFR,,,,,,,,,,,,METAR,10.0
YPWR 021800Z AUTO 16014KT 9999 // NCD 16/11 Q1021,YPWR,2018-04-02T18:00:00Z,-31.12,136.82,16.0,11.0,160,14,,6.21,30.147638,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,167.0
FAPR 021759Z 11007KT 9999 BKN030 17/15 Q1021,FAPR,2018-04-02T17:59:00Z,-25.72,28.17,17.0,15.0,110,7,,6.21,30.147638,,,,,,,,,,,BKN,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,1322.0
KNHK 021759Z 01013KT 10SM BKN022 09/03 A3011 RMK AO2 T00940028,KNHK,2018-04-02T17:59:00Z,38.27,-76.4,9.4,2.8,10,13,,10.0,30.109253,,,,TRUE,,,,,,,BKN,2200,,,,,,,MVFR,,,,,,,,,,,,SPECI,12.0
KPWM 021759Z 16004KT 9SM BKN012 OVC029 01/M01 A3011 RMK AO2 T00111011,KPWM,2018-04-02T17:59:00Z,43.65,-70.3,1.1,-1.1,160,4,,9.0,30.109253,,,,TRUE,,,,,,,BKN,1200,OVC,2900,,,,,MVFR,,,,,,,,,,,,SPECI,15.0
KABI 021759Z 14007KT 8SM BKN007 OVC029 07/06 A2985 RMK AO2 T00720061,KABI,2018-04-02T17:59:00Z,32.42,-99.68,7.2,6.1,140,7,,8.0,29.84941,,,,TRUE,,,,,,,BKN,700,OVC,2900,,,,,IFR,,,,,,,,,,,,SPECI,548.0
KNGU 021759Z 01016G27KT 8SM SCT010 BKN250 11/05 A3008 RMK AO2 PK WND 01027/1751 SLP185 T01060050 10167 20100 51019,KNGU,2018-04-02T17:59:00Z,36.92,-76.27,10.6,5.0,10,16,27,8.0,30.079725,1018.5,,,TRUE,,,,,,,SCT,1000,BKN,25000,,,,,VFR,1.9,16.7,10.0,,,,,,,,,SPECI,5.0
KNYC 021759Z AUTO VRB04KT 10SM 03/M01 A3015 RMK AO2 T00281011 $,KNYC,2018-04-02T17:59:00Z,40.78,-73.97,2.8,-1.1,0,4,,10.0,30.15059,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,SPECI,11.0
KNOZ 021759Z AUTO 14008KT 120V180 10SM CLR 27/M02 A2976 RMK AO2 SLP028 T02671017 10267 20161 50003,KNOZ,2018-04-02T17:59:00Z,32.5,-114.45,26.7,-1.7,140,8,,10.0,29.760826,1002.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,0.3,26.7,16.1,,,,,,,,,SPECI,103.0
KGYL 021759Z AUTO 14008KT 3/4SM -SN OVC007 M01/M01 A2991 RMK AO2,KGYL,2018-04-02T17:59:00Z,44.77,-94.08,-1.0,-1.0,140,8,,0.75,29.911417,,,TRUE,TRUE,,,,,,-SN,OVC,700,,,,,,,LIFR,,,,,,,,,,,,SPECI,302.0
MUCF 021759Z AUTO 22012KT 180V240 29/17 Q1015,MUCF,2018-04-02T17:59:00Z,22.13,-80.4,29.0,17.0,220,12,,,29.970472,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,39.0
KGXF 021758Z COR AUTO 20004KT 10SM FEW250 27/M13 A2976 RMK AO2 SLP067 T02701129 10274 20144 58001 COR 1821,KGXF,2018-04-02T17:58:00Z,32.87,-112.72,27.0,-12.9,200,4,,10.0,29.760826,1006.7,TRUE,TRUE,TRUE,,,,,,,FEW,25000,,,,,,,VFR,-0.1,27.4,14.4,,,,,,,,,SPECI,262.0
PASY 021758Z 07012KT 2SM -RA BR OVC003 03/03 A2987 RMK SLP116 60004 58012 $,PASY,2018-04-02T17:58:00Z,52.72,174.12,3.0,3.0,70,12,,2.0,29.870079,1011.6,,,,TRUE,,,,,-RA BR,OVC,300,,,,,,,LIFR,-1.2,,,,,,,,,,,SPECI,31.0
